Price (Rs.),Discount (%),Final_Price(Rs.),Purchase_Year,Purchase_Month,Purchase_Day,Purchase_DayOfWeek,Purchase_IsWeekend,Category_Books,Category_Clothing,Category_Electronics,Category_Home & Kitchen,Category_Sports,Category_Toys,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI
31.08,15,26.42,2024,7,23,1,0,0,0,0,1,0,0,0,0,0,1
221.02,15,187.87,2024,8,20,1,0,0,1,0,0,0,0,0,1,0,0
288.22,0,288.22,2024,11,6,2,0,0,0,1,0,0,0,0,1,0,0
349.42,30,244.59,2024,10,3,3,0,0,1,0,0,0,0,1,0,0,0
420.6,25,315.45,2024,11,5,1,0,0,0,0,1,0,0,1,0,0,0
164.51,10,148.06,2024,8,8,3,0,0,0,0,1,0,0,0,1,0,0
286.5,10,257.85,2024,4,3,2,0,0,0,0,1,0,0,0,1,0,0
249.64,10,224.68,2024,10,16,2,0,0,0,1,0,0,0,0,0,0,1
268.41,20,214.73,2024,7,28,6,1,0,0,0,1,0,0,0,0,0,0
491.98,5,467.38,2024,1,16,1,0,0,0,0,0,0,0,0,0,0,0
112.67,50,56.34,2024,11,19,1,0,0,0,1,0,0,0,0,1,0,0
439.73,10,395.76,2024,1,26,4,0,0,0,1,0,0,0,0,1,0,0
13.73,5,13.04,2024,10,19,5,1,0,0,0,0,0,1,0,1,0,0
221.29,20,177.03,2024,7,23,1,0,0,0,0,0,0,1,0,0,1,0
226.85,30,158.79,2024,2,5,0,0,0,0,0,1,0,0,0,0,0,1
146.09,0,146.09,2024,10,22,1,0,0,0,1,0,0,0,1,0,0,0
361.42,25,271.06,2024,9,29,6,1,0,0,0,1,0,0,0,0,0,0
52.0,15,44.2,2024,1,22,0,0,0,0,0,1,0,0,0,0,1,0
196.87,50,98.44,2024,4,18,3,0,0,0,0,0,1,0,0,0,0,0
479.26,10,431.33,2024,4,10,2,0,0,0,0,0,1,0,0,0,0,0
45.08,15,38.32,2024,9,26,3,0,0,0,0,0,0,1,0,0,1,0
343.0,0,343.0,2024,7,12,4,0,0,0,0,0,0,1,0,0,1,0
114.7,10,103.23,2024,2,28,2,0,0,0,0,0,0,1,0,0,1,0
455.69,25,341.77,2024,7,20,5,1,1,0,0,0,0,0,0,1,0,0
177.05,30,123.94,2024,8,25,6,1,0,0,0,1,0,0,0,0,0,1
41.08,30,28.76,2024,9,16,0,0,0,0,0,1,0,0,0,1,0,0
22.37,5,21.25,2024,5,20,0,0,0,0,0,0,0,0,0,0,0,0
328.06,0,328.06,2024,3,13,2,0,0,0,0,0,0,1,1,0,0,0
105.58,30,73.91,2024,4,25,3,0,0,0,0,1,0,0,1,0,0,0
261.76,10,235.58,2024,5,2,3,0,0,0,0,0,0,1,0,0,0,0
198.5,30,138.95,2024,1,12,4,0,0,1,0,0,0,0,0,0,0,1
402.1,50,201.05,2024,10,11,4,0,1,0,0,0,0,0,0,0,1,0
178.61,0,178.61,2024,10,3,3,0,0,0,0,0,1,0,0,1,0,0
286.85,5,272.51,2024,9,24,1,0,0,0,0,1,0,0,0,0,0,0
479.79,50,239.9,2024,5,18,5,1,0,1,0,0,0,0,0,0,0,0
213.66,20,170.93,2024,4,8,0,0,0,1,0,0,0,0,0,0,1,0
51.2,10,46.08,2024,2,23,4,0,0,0,0,0,0,0,0,0,0,1
276.2,5,262.39,2024,4,11,3,0,0,0,0,0,0,1,0,0,1,0
15.48,20,12.38,2024,7,18,3,0,0,0,0,1,0,0,0,0,0,1
278.71,50,139.35,2024,1,20,5,1,1,0,0,0,0,0,0,0,1,0
289.79,10,260.81,2024,7,30,1,0,0,0,0,0,1,0,0,1,0,0
236.31,20,189.05,2024,3,31,6,1,0,0,0,0,0,0,0,0,1,0
95.58,25,71.69,2024,6,1,5,1,0,0,0,0,1,0,1,0,0,0
420.68,30,294.48,2024,6,20,3,0,0,0,0,0,0,1,0,0,0,1
442.05,10,397.85,2024,10,24,3,0,1,0,0,0,0,0,0,0,1,0
402.29,20,321.83,2024,3,21,3,0,0,0,1,0,0,0,0,0,1,0
393.54,15,334.51,2024,6,14,4,0,0,0,0,0,1,0,0,0,0,0
86.0,30,60.2,2024,8,10,5,1,0,0,1,0,0,0,0,0,1,0
417.54,0,417.54,2024,10,11,4,0,0,0,1,0,0,0,1,0,0,0
273.42,0,273.42,2024,5,21,1,0,0,0,0,0,1,0,1,0,0,0
147.84,20,118.27,2024,8,5,0,0,0,0,0,0,0,0,0,0,0,0
365.95,10,329.36,2024,2,15,3,0,0,0,0,0,0,0,1,0,0,0
430.43,50,215.22,2024,9,23,0,0,0,0,0,0,0,0,0,1,0,0
229.58,50,114.79,2024,5,17,4,0,0,0,0,0,0,0,0,1,0,0
83.42,20,66.74,2024,9,28,5,1,0,0,0,0,0,1,1,0,0,0
456.22,5,433.41,2024,2,29,3,0,0,0,0,0,0,0,0,0,0,0
219.64,5,208.66,2024,3,25,0,0,0,0,1,0,0,0,0,0,0,0
312.88,50,156.44,2024,3,3,6,1,1,0,0,0,0,0,0,1,0,0
437.82,0,437.82,2024,7,25,3,0,1,0,0,0,0,0,1,0,0,0
171.3,50,85.65,2024,11,15,4,0,0,0,0,0,0,1,0,0,1,0
93.61,30,65.53,2024,7,29,0,0,0,0,0,0,0,1,0,0,0,0
24.68,30,17.28,2024,7,6,5,1,0,0,1,0,0,0,0,0,0,1
217.03,20,173.62,2024,10,20,6,1,0,0,1,0,0,0,0,1,0,0
425.48,15,361.66,2024,5,19,6,1,0,0,0,0,0,0,0,0,0,0
357.95,50,178.97,2024,4,27,5,1,0,0,1,0,0,0,0,0,0,0
271.43,50,135.72,2024,4,29,0,0,0,0,0,1,0,0,0,1,0,0
24.51,0,24.51,2024,1,30,1,0,0,0,0,0,0,1,1,0,0,0
430.38,0,430.38,2024,7,24,2,0,0,1,0,0,0,0,0,0,0,1
399.53,0,399.53,2024,1,11,3,0,1,0,0,0,0,0,0,0,0,1
491.37,20,393.1,2024,1,25,3,0,0,0,0,0,1,0,0,1,0,0
182.47,10,164.22,2024,5,11,5,1,0,0,0,1,0,0,0,0,0,0
352.7,10,317.43,2024,10,16,2,0,0,1,0,0,0,0,0,0,0,1
252.82,5,240.18,2024,4,6,5,1,0,0,1,0,0,0,0,1,0,0
478.35,10,430.52,2024,2,19,0,0,0,0,1,0,0,0,0,1,0,0
389.25,15,330.86,2024,8,20,1,0,0,0,0,0,0,0,0,0,1,0
233.66,20,186.93,2024,3,5,1,0,0,0,0,0,1,0,0,0,0,0
155.04,20,124.03,2024,8,13,1,0,0,0,0,0,1,0,0,0,0,0
340.4,10,306.36,2024,3,19,1,0,0,0,0,0,0,0,1,0,0,0
495.02,0,495.02,2024,4,30,1,0,0,1,0,0,0,0,0,1,0,0
398.65,30,279.05,2024,7,21,6,1,0,0,1,0,0,0,0,0,1,0
404.26,0,404.26,2024,2,23,4,0,1,0,0,0,0,0,0,0,0,1
47.54,10,42.79,2024,3,28,3,0,0,0,0,0,0,1,1,0,0,0
152.57,0,152.57,2024,10,22,1,0,0,0,0,0,0,1,0,0,0,1
399.49,50,199.75,2024,2,5,0,0,0,1,0,0,0,0,0,1,0,0
168.52,30,117.96,2024,5,20,0,0,0,0,0,0,1,0,0,0,0,1
474.27,5,450.56,2024,6,15,5,1,0,0,0,0,0,0,0,0,0,0
11.62,25,8.71,2024,9,8,6,1,0,0,0,0,0,1,0,0,0,1
433.2,15,368.22,2024,3,19,1,0,0,0,0,0,1,0,1,0,0,0
243.15,25,182.36,2024,7,1,0,0,0,0,0,0,1,0,0,1,0,0
338.68,10,304.81,2024,10,15,1,0,0,1,0,0,0,0,1,0,0,0
256.93,20,205.54,2024,1,12,4,0,0,1,0,0,0,0,1,0,0,0
153.36,0,153.36,2024,1,6,5,1,0,0,0,0,0,1,1,0,0,0
280.19,0,280.19,2024,6,8,5,1,0,0,0,0,0,1,0,1,0,0
335.27,5,318.51,2024,4,10,2,0,0,1,0,0,0,0,1,0,0,0
464.98,10,418.48,2024,7,1,0,0,0,0,0,0,1,0,0,1,0,0
454.39,15,386.23,2024,7,10,2,0,0,0,0,0,1,0,1,0,0,0
145.86,50,72.93,2024,7,16,1,0,0,0,1,0,0,0,0,0,0,1
195.95,25,146.96,2024,2,4,6,1,0,0,0,0,1,0,0,0,0,0
206.99,20,165.59,2024,6,18,1,0,0,0,0,1,0,0,0,1,0,0
108.04,25,81.03,2024,7,29,0,0,0,0,0,0,0,1,0,0,0,1
231.39,20,185.11,2024,8,26,0,0,0,1,0,0,0,0,0,0,0,0
356.81,15,303.29,2024,2,3,5,1,0,0,0,1,0,0,0,0,0,1
316.3,15,268.86,2024,10,4,4,0,0,0,0,0,0,0,0,0,1,0
77.96,15,66.27,2024,11,17,6,1,0,0,0,0,0,0,0,0,0,0
215.45,20,172.36,2024,1,5,4,0,0,0,1,0,0,0,1,0,0,0
499.36,20,399.49,2024,8,27,1,0,1,0,0,0,0,0,0,1,0,0
50.14,25,37.61,2024,8,30,4,0,0,0,0,0,1,0,1,0,0,0
425.24,10,382.72,2024,1,18,3,0,1,0,0,0,0,0,0,0,0,1
410.76,15,349.15,2024,8,31,5,1,0,0,1,0,0,0,0,0,0,0
149.52,30,104.66,2024,10,28,0,0,0,0,0,1,0,0,0,0,1,0
147.82,20,118.26,2024,3,1,4,0,0,0,0,0,0,0,0,1,0,0
418.98,15,356.13,2024,2,16,4,0,0,0,0,0,0,0,1,0,0,0
55.86,25,41.89,2024,6,7,4,0,0,0,0,1,0,0,0,0,0,0
33.8,50,16.9,2024,7,20,5,1,0,0,1,0,0,0,0,0,1,0
29.79,15,25.32,2024,1,11,3,0,0,0,1,0,0,0,0,1,0,0
344.67,15,292.97,2024,2,15,3,0,0,0,0,0,0,0,1,0,0,0
109.4,25,82.05,2024,8,21,2,0,1,0,0,0,0,0,0,1,0,0
444.09,50,222.04,2024,6,15,5,1,0,0,0,1,0,0,1,0,0,0
383.4,50,191.7,2024,4,13,5,1,0,0,0,0,1,0,0,0,1,0
328.07,30,229.65,2024,10,17,3,0,0,1,0,0,0,0,0,0,1,0
450.51,50,225.25,2024,10,11,4,0,0,0,0,0,1,0,1,0,0,0
350.51,50,175.25,2024,10,27,6,1,0,0,1,0,0,0,0,0,0,1
402.82,0,402.82,2024,2,12,0,0,0,0,0,0,0,0,0,1,0,0
12.81,30,8.97,2024,9,29,6,1,0,0,1,0,0,0,0,0,0,1
186.27,0,186.27,2024,1,29,0,0,0,1,0,0,0,0,0,0,1,0
34.93,30,24.45,2024,1,22,0,0,0,0,0,0,0,1,0,0,0,0
187.12,0,187.12,2024,2,10,5,1,1,0,0,0,0,0,0,0,0,0
301.12,0,301.12,2024,7,22,0,0,1,0,0,0,0,0,0,0,0,0
149.98,0,149.98,2024,8,20,1,0,0,1,0,0,0,0,0,1,0,0
475.44,15,404.12,2024,1,27,5,1,0,1,0,0,0,0,0,0,0,0
20.86,5,19.82,2024,3,18,0,0,1,0,0,0,0,0,0,1,0,0
499.0,50,249.5,2024,3,12,1,0,0,0,0,0,0,1,0,0,1,0
46.41,0,46.41,2024,6,13,3,0,1,0,0,0,0,0,1,0,0,0
35.47,25,26.6,2024,3,13,2,0,0,0,0,0,0,0,0,0,0,0
164.44,50,82.22,2024,6,22,5,1,0,1,0,0,0,0,0,1,0,0
164.41,20,131.53,2024,3,2,5,1,0,0,0,1,0,0,0,0,1,0
213.47,20,170.78,2024,5,21,1,0,0,0,0,0,0,0,1,0,0,0
320.31,15,272.26,2024,10,25,4,0,0,0,0,0,0,0,0,0,1,0
319.86,15,271.88,2024,6,27,3,0,0,0,0,1,0,0,1,0,0,0
41.53,0,41.53,2024,10,21,0,0,0,0,0,0,1,0,0,0,0,1
205.9,30,144.13,2024,5,13,0,0,0,0,0,1,0,0,1,0,0,0
67.85,15,57.67,2024,2,24,5,1,0,0,0,1,0,0,1,0,0,0
433.77,15,368.7,2024,3,23,5,1,0,0,0,0,0,1,0,0,1,0
496.95,25,372.71,2024,3,1,4,0,0,1,0,0,0,0,0,1,0,0
308.25,50,154.12,2024,7,23,1,0,0,1,0,0,0,0,0,1,0,0
280.8,15,238.68,2024,5,15,2,0,1,0,0,0,0,0,0,1,0,0
130.53,15,110.95,2024,7,16,1,0,0,0,1,0,0,0,0,0,0,1
299.12,15,254.25,2024,10,24,3,0,1,0,0,0,0,0,0,0,1,0
179.16,30,125.41,2024,5,19,6,1,0,0,1,0,0,0,0,1,0,0
237.25,25,177.94,2024,6,10,0,0,0,0,0,0,0,0,1,0,0,0
449.87,5,427.38,2024,8,7,2,0,0,0,0,0,0,1,0,1,0,0
138.04,0,138.04,2024,6,8,5,1,1,0,0,0,0,0,0,1,0,0
456.4,30,319.48,2024,11,16,5,1,0,1,0,0,0,0,1,0,0,0
487.06,0,487.06,2024,8,17,5,1,1,0,0,0,0,0,0,0,1,0
409.01,25,306.76,2024,1,15,0,0,0,0,1,0,0,0,0,0,0,1
97.09,10,87.38,2024,6,9,6,1,0,0,0,1,0,0,0,1,0,0
252.08,10,226.87,2024,1,30,1,0,0,0,0,1,0,0,0,0,1,0
248.11,30,173.68,2024,4,22,0,0,0,0,0,0,0,1,0,0,1,0
254.93,30,178.45,2024,1,28,6,1,0,0,1,0,0,0,0,0,0,1
351.79,30,246.25,2024,6,2,6,1,0,0,0,0,0,0,0,0,1,0
160.3,5,152.28,2024,8,23,4,0,0,0,0,0,0,1,0,0,0,1
319.97,15,271.97,2024,4,17,2,0,0,1,0,0,0,0,1,0,0,0
95.15,5,90.39,2024,7,31,2,0,0,0,0,0,1,0,0,0,0,1
381.45,15,324.23,2024,3,21,3,0,0,0,0,0,0,1,0,0,0,0
203.24,30,142.27,2024,9,15,6,1,0,0,0,1,0,0,0,0,1,0
118.84,25,89.13,2024,1,1,0,0,0,0,0,1,0,0,0,1,0,0
374.41,10,336.97,2024,1,13,5,1,0,0,0,0,0,0,0,0,1,0
57.79,30,40.45,2024,6,5,2,0,0,0,1,0,0,0,1,0,0,0
235.61,15,200.27,2024,9,17,1,0,0,0,1,0,0,0,1,0,0,0
162.91,5,154.76,2024,2,29,3,0,0,0,0,0,0,1,1,0,0,0
467.03,0,467.03,2024,2,25,6,1,0,0,0,1,0,0,0,1,0,0
468.31,30,327.82,2024,3,20,2,0,1,0,0,0,0,0,0,1,0,0
90.62,5,86.09,2024,1,16,1,0,0,0,1,0,0,0,0,1,0,0
420.77,10,378.69,2024,8,8,3,0,0,0,0,0,0,1,0,0,0,0
79.25,25,59.44,2024,7,22,0,0,0,0,0,1,0,0,1,0,0,0
76.89,15,65.36,2024,3,21,3,0,0,0,0,0,1,0,0,1,0,0
63.54,0,63.54,2024,6,16,6,1,1,0,0,0,0,0,0,0,0,0
465.65,50,232.82,2024,7,3,2,0,0,0,0,0,1,0,0,1,0,0
487.28,10,438.55,2024,3,9,5,1,0,0,0,1,0,0,1,0,0,0
347.3,15,295.2,2024,1,24,2,0,0,0,0,1,0,0,0,1,0,0
151.14,10,136.03,2024,7,15,0,0,0,0,1,0,0,0,0,0,0,1
273.0,0,273.0,2024,5,7,1,0,0,1,0,0,0,0,1,0,0,0
407.72,5,387.33,2024,9,9,0,0,0,0,0,1,0,0,0,0,0,1
70.67,25,53.0,2024,6,11,1,0,0,0,0,0,0,1,0,0,1,0
483.9,15,411.31,2024,2,20,1,0,0,1,0,0,0,0,0,0,0,1
170.58,30,119.41,2024,5,1,2,0,1,0,0,0,0,0,0,0,0,0
254.57,50,127.28,2024,3,6,2,0,0,0,0,1,0,0,0,0,0,1
243.77,30,170.64,2024,6,21,4,0,0,0,0,0,0,0,1,0,0,0
465.09,15,395.33,2024,6,14,4,0,0,1,0,0,0,0,0,0,0,1
86.11,30,60.28,2024,2,21,2,0,0,1,0,0,0,0,0,0,1,0
458.09,10,412.28,2024,7,9,1,0,0,0,1,0,0,0,0,0,1,0
147.92,5,140.52,2024,9,11,2,0,0,0,0,0,0,1,1,0,0,0
230.4,5,218.88,2024,1,27,5,1,0,0,0,0,0,1,0,0,0,1
354.94,25,266.2,2024,9,7,5,1,1,0,0,0,0,0,0,0,0,0
31.43,10,28.29,2024,11,12,1,0,0,0,1,0,0,0,0,0,1,0
481.77,5,457.68,2024,1,26,4,0,0,1,0,0,0,0,0,1,0,0
230.27,0,230.27,2024,8,14,2,0,0,0,0,0,1,0,0,0,0,1
49.18,20,39.34,2024,1,30,1,0,0,0,1,0,0,0,1,0,0,0
30.69,10,27.62,2024,1,1,0,0,0,0,1,0,0,0,0,1,0,0
330.13,50,165.06,2024,8,9,4,0,0,0,0,0,1,0,0,1,0,0
99.78,20,79.82,2024,9,3,1,0,0,0,0,1,0,0,0,0,0,1
299.27,5,284.31,2024,7,25,3,0,0,0,1,0,0,0,0,1,0,0
215.27,10,193.74,2024,9,25,2,0,0,1,0,0,0,0,0,0,0,0
246.81,5,234.47,2024,9,29,6,1,0,0,0,0,0,1,1,0,0,0
112.45,5,106.83,2024,11,12,1,0,0,0,0,0,1,0,0,0,0,1
137.6,30,96.32,2024,7,10,2,0,0,0,0,0,1,0,0,1,0,0
72.87,10,65.58,2024,9,9,0,0,0,1,0,0,0,0,1,0,0,0
282.01,30,197.41,2024,9,21,5,1,1,0,0,0,0,0,0,0,1,0
264.02,30,184.81,2024,11,11,0,0,0,0,0,0,0,0,1,0,0,0
438.82,50,219.41,2024,10,11,4,0,0,1,0,0,0,0,0,0,0,1
287.83,30,201.48,2024,7,25,3,0,0,0,0,0,1,0,0,1,0,0
148.73,10,133.86,2024,7,12,4,0,0,0,1,0,0,0,0,0,0,0
311.38,15,264.67,2024,7,24,2,0,1,0,0,0,0,0,0,1,0,0
458.77,10,412.89,2024,11,17,6,1,0,0,1,0,0,0,0,0,0,1
89.74,30,62.82,2024,1,11,3,0,1,0,0,0,0,0,0,0,0,1
286.91,50,143.46,2024,9,1,6,1,0,0,0,0,0,0,0,0,0,1
413.43,5,392.76,2024,2,23,4,0,0,0,0,0,1,0,0,1,0,0
49.61,10,44.65,2024,8,6,1,0,0,0,0,0,0,1,0,0,1,0
474.78,30,332.35,2024,10,28,0,0,1,0,0,0,0,0,0,0,0,1
176.59,20,141.27,2024,6,4,1,0,0,0,0,0,0,1,0,0,0,0
185.03,30,129.52,2024,4,25,3,0,0,1,0,0,0,0,1,0,0,0
291.53,0,291.53,2024,6,4,1,0,0,0,0,0,0,1,0,0,0,0
222.4,20,177.92,2024,11,13,2,0,1,0,0,0,0,0,0,1,0,0
490.62,20,392.5,2024,6,9,6,1,0,0,0,0,1,0,0,0,0,1
182.37,20,145.9,2024,6,13,3,0,1,0,0,0,0,0,0,0,0,0
149.07,25,111.8,2024,1,13,5,1,0,0,1,0,0,0,1,0,0,0
222.07,10,199.86,2024,10,30,2,0,0,0,1,0,0,0,1,0,0,0
271.04,10,243.94,2024,9,15,6,1,0,0,0,0,0,0,0,0,0,0
222.78,15,189.36,2024,3,13,2,0,0,0,0,0,0,1,0,0,0,0
70.53,15,59.95,2024,1,24,2,0,0,0,0,0,1,0,1,0,0,0
456.08,30,319.26,2024,5,22,2,0,1,0,0,0,0,0,1,0,0,0
437.68,10,393.91,2024,9,18,2,0,0,0,0,0,0,0,0,0,0,0
67.34,5,63.97,2024,3,9,5,1,0,1,0,0,0,0,1,0,0,0
233.53,25,175.15,2024,11,9,5,1,0,0,0,0,0,1,0,1,0,0
92.83,25,69.62,2024,5,16,3,0,0,1,0,0,0,0,0,0,1,0
404.71,0,404.71,2024,2,7,2,0,0,0,0,1,0,0,0,0,0,0
477.05,50,238.53,2024,8,17,5,1,0,0,0,1,0,0,0,0,1,0
244.37,0,244.37,2024,10,25,4,0,1,0,0,0,0,0,0,0,1,0
102.86,30,72.0,2024,7,5,4,0,0,0,0,0,0,1,0,0,0,1
356.25,30,249.37,2024,7,19,4,0,0,0,1,0,0,0,0,0,0,1
108.51,25,81.38,2024,6,7,4,0,1,0,0,0,0,0,0,0,0,0
207.67,30,145.37,2024,6,12,2,0,0,0,0,0,0,1,0,1,0,0
74.87,50,37.44,2024,5,27,0,0,0,0,0,0,1,0,0,0,0,0
480.9,5,456.85,2024,6,29,5,1,0,0,0,0,0,1,0,0,1,0
65.53,15,55.7,2024,1,30,1,0,0,1,0,0,0,0,0,1,0,0
40.21,10,36.19,2024,4,20,5,1,0,1,0,0,0,0,0,1,0,0
303.09,10,272.78,2024,1,8,0,0,0,0,0,1,0,0,0,0,0,0
263.81,0,263.81,2024,4,28,6,1,0,0,0,1,0,0,0,0,0,0
384.34,50,192.17,2024,10,18,4,0,0,0,0,0,0,0,0,0,0,1
197.02,25,147.77,2024,1,29,0,0,0,0,0,1,0,0,0,0,1,0
404.92,25,303.69,2024,7,27,5,1,0,1,0,0,0,0,0,0,0,0
171.06,5,162.51,2024,11,14,3,0,0,0,0,1,0,0,0,0,1,0
434.67,5,412.94,2024,8,24,5,1,1,0,0,0,0,0,0,0,0,0
56.67,30,39.67,2024,9,16,0,0,0,0,0,0,0,1,1,0,0,0
125.2,0,125.2,2024,9,19,3,0,0,0,1,0,0,0,0,0,0,0
354.46,0,354.46,2024,6,12,2,0,0,0,0,0,1,0,0,0,1,0
268.57,30,188.0,2024,6,1,5,1,0,0,0,1,0,0,1,0,0,0
450.73,50,225.37,2024,1,2,1,0,0,0,0,0,0,1,0,0,0,0
360.74,5,342.7,2024,3,26,1,0,0,0,0,0,1,0,0,0,0,1
368.83,10,331.95,2024,6,19,2,0,0,0,0,0,1,0,0,1,0,0
195.94,10,176.35,2024,6,9,6,1,0,0,0,0,1,0,0,0,0,0
214.73,50,107.36,2024,9,24,1,0,1,0,0,0,0,0,0,0,0,1
249.63,10,224.67,2024,7,24,2,0,1,0,0,0,0,0,0,0,1,0
45.18,30,31.63,2024,10,20,6,1,0,0,0,0,0,1,1,0,0,0
41.06,10,36.95,2024,10,17,3,0,1,0,0,0,0,0,0,0,0,0
381.42,0,381.42,2024,1,2,1,0,0,1,0,0,0,0,0,0,0,0
493.08,5,468.43,2024,8,22,3,0,0,0,0,0,0,0,1,0,0,0
117.31,0,117.31,2024,10,18,4,0,0,1,0,0,0,0,0,0,1,0
253.73,10,228.36,2024,7,31,2,0,0,0,0,0,1,0,0,0,1,0
334.97,30,234.48,2024,3,5,1,0,0,0,1,0,0,0,0,1,0,0
58.66,15,49.86,2024,6,24,0,0,1,0,0,0,0,0,0,1,0,0
79.22,0,79.22,2024,2,11,6,1,0,0,1,0,0,0,0,0,0,0
476.9,30,333.83,2024,7,12,4,0,0,0,0,0,0,1,1,0,0,0
268.4,10,241.56,2024,9,10,1,0,0,0,0,1,0,0,1,0,0,0
103.52,10,93.17,2024,7,4,3,0,1,0,0,0,0,0,0,0,0,1
470.39,30,329.27,2024,3,27,2,0,0,1,0,0,0,0,0,0,1,0
322.28,5,306.17,2024,6,22,5,1,0,1,0,0,0,0,0,1,0,0
268.31,25,201.23,2024,1,17,2,0,1,0,0,0,0,0,0,0,0,0
395.04,20,316.03,2024,2,20,1,0,0,1,0,0,0,0,1,0,0,0
75.21,15,63.93,2024,7,28,6,1,0,0,0,0,1,0,1,0,0,0
336.21,10,302.59,2024,6,4,1,0,0,0,0,0,0,1,0,0,0,1
472.19,0,472.19,2024,3,10,6,1,0,1,0,0,0,0,0,1,0,0
268.42,5,255.0,2024,1,26,4,0,0,0,0,0,0,1,0,0,1,0
70.29,50,35.15,2024,3,29,4,0,0,1,0,0,0,0,0,0,1,0
124.79,20,99.83,2024,3,23,5,1,0,1,0,0,0,0,0,0,0,0
358.47,50,179.24,2024,3,16,5,1,0,0,1,0,0,0,0,0,0,1
11.83,5,11.24,2024,4,13,5,1,1,0,0,0,0,0,0,0,0,1
361.89,0,361.89,2024,2,6,1,0,0,0,1,0,0,0,0,0,0,1
22.47,50,11.23,2024,6,27,3,0,1,0,0,0,0,0,0,0,0,1
257.41,25,193.06,2024,8,4,6,1,0,0,1,0,0,0,0,0,0,1
447.66,30,313.36,2024,11,17,6,1,0,0,1,0,0,0,0,1,0,0
107.75,25,80.81,2024,10,24,3,0,0,0,0,0,1,0,0,0,1,0
430.37,5,408.85,2024,1,24,2,0,0,0,0,0,0,1,0,0,0,0
389.18,20,311.34,2024,10,29,1,0,0,0,0,0,0,1,0,0,0,0
14.0,5,13.3,2024,1,2,1,0,0,0,0,0,0,1,0,1,0,0
83.76,15,71.2,2024,2,26,0,0,0,0,0,0,0,1,0,1,0,0
461.12,50,230.56,2024,3,30,5,1,0,0,0,0,0,1,1,0,0,0
477.27,5,453.41,2024,8,15,3,0,0,0,0,0,0,0,1,0,0,0
401.83,30,281.28,2024,10,25,4,0,0,0,0,0,0,0,0,0,1,0
107.73,10,96.96,2024,3,24,6,1,1,0,0,0,0,0,0,0,1,0
353.55,15,300.52,2024,11,4,0,0,0,0,0,0,0,0,0,1,0,0
142.07,5,134.97,2024,9,22,6,1,0,0,0,0,1,0,0,0,0,1
224.1,25,168.07,2024,7,20,5,1,0,0,0,1,0,0,0,0,0,0
142.54,30,99.78,2024,6,12,2,0,0,0,0,0,0,1,0,1,0,0
179.89,50,89.94,2024,5,23,3,0,0,0,0,1,0,0,0,0,1,0
342.71,20,274.17,2024,5,30,3,0,0,0,0,1,0,0,0,0,0,0
489.86,30,342.9,2024,10,14,0,0,1,0,0,0,0,0,0,0,0,0
189.68,5,180.2,2024,2,5,0,0,0,0,0,1,0,0,0,0,0,1
95.16,10,85.64,2024,9,7,5,1,0,0,0,1,0,0,0,0,0,1
177.35,20,141.88,2024,3,2,5,1,0,0,0,1,0,0,1,0,0,0
223.91,30,156.74,2024,10,8,1,0,0,0,0,0,0,0,0,1,0,0
386.24,5,366.93,2024,11,15,4,0,0,1,0,0,0,0,0,0,0,0
150.85,10,135.76,2024,3,28,3,0,0,0,0,0,1,0,1,0,0,0
447.22,15,380.14,2024,9,16,0,0,0,1,0,0,0,0,0,1,0,0
251.13,0,251.13,2024,10,9,2,0,0,0,0,0,1,0,0,0,0,0
405.16,25,303.87,2024,11,9,5,1,0,0,0,0,1,0,0,1,0,0
471.46,15,400.74,2024,8,27,1,0,0,0,0,0,0,0,0,1,0,0
10.58,5,10.05,2024,4,27,5,1,0,0,0,0,0,0,1,0,0,0
491.92,30,344.34,2024,7,20,5,1,0,0,0,0,1,0,0,0,0,0
247.75,5,235.36,2024,7,11,3,0,0,0,0,0,1,0,0,0,1,0
158.62,20,126.9,2024,8,30,4,0,0,0,0,0,1,0,0,0,0,0
336.93,5,320.08,2024,6,3,0,0,0,0,0,1,0,0,1,0,0,0
311.3,25,233.48,2024,2,2,4,0,0,0,0,0,0,1,1,0,0,0
280.73,5,266.69,2024,8,11,6,1,0,0,0,0,0,1,1,0,0,0
436.53,0,436.53,2024,4,16,1,0,0,0,0,0,0,0,0,0,1,0
366.94,20,293.55,2024,9,8,6,1,0,0,0,0,0,1,0,0,0,0
13.49,5,12.82,2024,8,7,2,0,1,0,0,0,0,0,0,1,0,0
182.15,20,145.72,2024,3,11,0,0,0,0,1,0,0,0,0,0,0,0
140.83,10,126.75,2024,1,6,5,1,0,1,0,0,0,0,0,0,1,0
159.05,30,111.34,2024,2,18,6,1,1,0,0,0,0,0,1,0,0,0
136.1,0,136.1,2024,1,4,3,0,0,0,0,1,0,0,1,0,0,0
192.28,20,153.82,2024,9,6,4,0,0,0,0,1,0,0,0,0,0,1
437.53,15,371.9,2024,3,30,5,1,0,0,1,0,0,0,0,1,0,0
128.95,0,128.95,2024,9,3,1,0,0,0,0,1,0,0,0,0,0,0
355.35,5,337.58,2024,3,20,2,0,0,0,0,1,0,0,0,1,0,0
491.63,15,417.89,2024,2,14,2,0,0,1,0,0,0,0,0,0,0,1
137.13,5,130.27,2024,11,20,2,0,1,0,0,0,0,0,0,0,0,0
